index,nct_id,display_order,candidate_criteria_text,score,hedging
148,NCT04038619,5,"Patients with a history of immunosuppressant (infliximab, vedolizumab etc) use before FMT can be allowed if last dose was administered >= 3 months prior to FMT treatment when used for the treatment of conditions other than for ICI- induced GI toxicities (e.g., infliximab is used in the treatment of Crohn’s disease, rheumatoid arthritis, plaque psoriasis, and vedolizumab is used in treating ulcerative colitis)",0.9675002098083496,true
251,NCT04434040,23,Women of childbearing potential (pre-menopausal) must have a negative serum or urine pregnancy test within 7 days prior to start of therapy. A woman is defined as pre-menopausal if she is less than 12 months from last menstrual period with no identified cause other than menopause (medication induced amenorrhea is not acceptable). Pregnancy test is not required in women who are surgically sterile via bilateral salpingo-oophorectomy or hysterectomy,0.9674186706542969,true
40,NCT03277638,15,The treating physician expects that the patient will not require more than physiologic replacement dose of steroids defined as4 mg of dexamethasone per day or its equivalent.,0.9670819640159607,true
30,NCT03180268,5,"GTR must be confirmed on post-operative imaging following the most recent surgery. For protocol enrollment, the assessment of GTR will be made at each site. However, submission of both pre-operative and post-operative MRIs is required for patients. If a second surgery is performed, submission of post-operative MRI is required and pre-operative MRI is required only if obtained. All sequences obtained in the pre- and post-operative MR imaging are to be submitted to National Radiology Group (NRG) Oncology for study registration. The post-operative MRI must be completed within sufficient time to permit step 1 registration within 180 days of the initial resection. These same conditions apply in the setting of a second surgical procedure, although if a second surgery is completed, step 1 registration must still occur with 180 days of initial surgery. Computed tomography (CT) imaging is not required, but may be obtained if desired clinically, for instance to assess calcifications or hyperostosis",0.9669994711875916,true
197,NCT04305834,10,May have had chemotherapy in any line,0.96693354845047,true
204,NCT04332367,14,"International normalized ratio (INR) =< 1.5, and a partial thromboplastin time (PTT) =< 5 seconds above the ULN (unless receiving anticoagulation therapy). Patients receiving warfarin must be switched to low molecular weight heparin or edoxaban or show stability on another Food and Drug Administration (FDA) approved oral anticoagulant with stable coagulation profile prior to first dose of protocol therapy. There may be no active bleeding (that is, no bleeding within 14 days prior to first dose of protocol therapy) or pathological condition present that carries a high risk of bleeding (for example, tumor involving major vessels or known varices)",0.9669109582901001,true
493,NCT04974671,14,"Serum creatinine =< 1.5 X upper limit of normal (ULN) OR measured or calculated creatinine clearance (glomerular filtration rate [GFR] can also be used in place of creatinine or creatinine clearance [CrCl]) >= 30 mL/min for subject with creatinine levels > 1.5 X institutional ULN (should be performed within 28 days of protocol treatment)
* Creatinine clearance should be calculated per institutional standard
* IF SBRT will be delivered to a lesion in or abutting the kidney",0.9667971730232239,true
352,NCT04671667,13,"Patient must not expect to conceive or father children by using by using accepted and effective method(s) of contraception or by abstaining from sexual intercourse while on study treatment, and continue for 120 days after the last dose of study treatment",0.9666824340820312,true
99,NCT03618550,16,Hemoglobin-adjusted diffusing capacity for carbon monoxide >= 50%. (If unadjusted carbon monoxide diffusing capability test [DLCO] is >= 50% then there is no need to calculate adjusted.),0.9665558934211731,true
194,NCT04305834,6,"Histologically or cytologically confirmed diagnosis of:
* Estrogen-receptor positive and/or progesterone receptor positive breast cancer determined by immunohistochemistry (IHC) methods according to the local institution standard protocol
* HER2-negative breast cancer defined as negative if the IHC status is 0 or 1+, or if IHC is 2+ and in situ hybridization assay is negative per American Society of Clinical Oncology (ASCO)/College of American Pathologists (CAP) guidelines",0.9664298295974731,true
183,NCT04189757,17,"Women of childbearing potential (WOBP) must have a negative serum or urine pregnancy test. WOBP and males must be willing to use highly effective methods of birth control prior to starting therapy. Woman of childbearing potential (WOCBP) who are sexually active must use highly effective methods of contraception during treatment and for one week after the last dose of acalabrutinib. For male subjects with a pregnant or non-pregnant WOCBP partner, should use barrier contraception even if they have had a successful vasectomy",0.966392993927002,true
206,NCT04332367,17,"If sexually active, must be postmenopausal, surgically sterile, or using effective contraception (hormonal or barrier methods)",0.9659310579299927,true
127,NCT03761108,3,"Phase 1, Part 1 (Dose Escalation): Patients with MM who have exhausted all therapeutic options that are expected to provide meaningful clinical benefit, either through disease relapse, treatment refractory disease or intolerance of the therapy and including either: a. Progression on or after at least 3 lines of therapy, or intolerance of therapy, including a proteasome inhibitor, an Immunomodulatory agent (IMiD), and an anti-CD38 antibody, OR b. Progression on or after an anti-CD38 antibody and have disease that is ""double refractory"" to a proteasome inhibitor and an IMiD, or intolerance of therapy. The anti-CD38 antibody may have been administered alone or in combination with another agent such as a proteasome inhibitor (PI). Refractory disease is defined as lack of response or relapse within 60 days of last treatment.",0.9658657908439636,true
433,NCT04858334,22,Patients must not expect to conceive or father children by using accepted and effective method(s) of contraception or by abstaining from sexual intercourse for the duration of their participation in the study and for 6 months after the last dose of protocol treatment for female patients and for 3 months after the last dose of protocol treatment for male patients. Patients must also not donate sperm while on protocol treatment and for 3 months after the last dose of protocol treatment. Patients must also not breast-feed while on protocol treatment and for 1 month after the last dose of protocol treatment,0.9657641649246216,true
378,NCT04691817,47,"Agreement to follow appropriate contraception guidelines: Requirements for contraception and pregnancy testing for a clinical trial should encompass all investigational medicinal products (IMPs) as well as protocol-mandated non-investigational medicinal products (NIMPs) such as background therapy, and the measures to be followed should be based on the medicinal product with the highest risk. Contraception requirements for marketed IMPs or NIMPs should be based on recommendations in the Summary of Product Characteristics (SmPC) or, if there is no SmPC, national prescribing information. Length of time required for abstinence or use of contraceptives should take into account the reproductive toxicity profile, including genotoxicity and teratogenicity, the size of the molecule, and the number of doses. In the absence of specific delayed-toxicity concerns or safety hypotheses, the following guidelines should be used:
* Single dose studies: 
** Small molecules: 5 elimination half-lives or 14 days after the last dose, whichever is longer
** Large molecules: 2 elimination half-lives or 28 days after the last dose, whichever is longer
* Multiple dose studies:
** Small molecules: 5 elimination half-lives or 28 days after the last dose, whichever is longer
** Large molecules: 2 elimination half-lives or 28 days after the last dose, whichever is longer",0.9655405879020691,true
52,NCT03488693,2,"Patients must have been treated by breast conserving surgery (BCS) or mastectomy
Patients must have been treated by breast conserving surgery (BCS) or mastectomy with clear margins of excision
* Patients treated by BCS with focally positive margins for invasive breast cancer or ductal carcinoma in situ (DCIS) (involving < 3 high power fields) are eligible if additional surgery is not possible, e.g. posterior margin positive and deep resection margin abuts the chest wall or anterior margin positive and superficial resection margin abuts the skin; boost radiotherapy must be administered for positive margins as described above",0.965087354183197,true
191,NCT04270175,3,Prior pomalidomide exposure allowed if ≥ PR achieved and no disease progression occurred within 60 days of last dose received,0.9650396108627319,true
424,NCT04858009,8,"Distant metastatic disease of peritoneum may be visualized on imaging:
* Positive peritoneal cytology
* Limited carcinomatosis on diagnostic laparoscopy or laparotomy
* KRASD assay positive peritoneal washings/cytology",0.9649671316146851,true
205,NCT04332367,15,"Serum creatinine =< 1.5 times the ULN; or if serum creatinine is > 1.5 times the ULN, creatinine clearance (measured via 24-hour urine collection) must be >= 40 mL/minute",0.9646086096763611,true
391,NCT04742634,6,"Willing to comply with the treatment assignment:
* Intent to proceed with DEC-C therapy if one or more variants detected prior to transplant persists at Day 30 post-transplant with a variant allele frequency of >= 0.5%.
* Intent to proceed with standard of care as determined by the treating physician on the observation arm (no DEC-C intervention) if no variants detected prior to transplant persist at Day 30 post-transplant with a variant allele frequency of >= 0.5%.",0.9639802575111389,true
254,NCT04484012,5,"Documented CD19+ mantle cell lymphoma (MCL) by flow cytometry or immunohistochemistry (IHC) (from biopsy) if prior CD19 directed therapy was previously used
* BM is optional at enrollment IF patient already has biopsy proven disease",0.9639264941215515,true
33,NCT03186898,2,"Appropriate stage for study entry based on the following diagnostic workup:
* All patients must have computed tomography (CT) scan chest/abdomen/pelvis with multiphasic liver CT scan prior to registration; if CT contrast is contraindicated, CT chest without contrast and magnetic resonance imaging (MRI) of abdomen is permitted
* Participants must have measurable disease at study entry, defined as at least one lesion that can be accurately measured in at least one dimension (longest diameter to be recorded) as > 2 cm with conventional techniques or as > 1 cm with spiral CT scan
* Patient must have 3 or fewer single or multinodular tumors; for patients with a single lesion, lesion must be 15 cm or less in greatest dimension; for patients with two lesions, no lesion may be greater than 10 cm in greatest dimension; for patients with three lesions, no lesion may be greater than 6 cm in greatest dimension; portal vein involvement or thrombosis combined with a single lesion that is >= 1 cm and =< 15 cm in greatest dimension is allowed",0.963879406452179,true
499,NCT05002816,8,Total bilirubin =< 1.5 X upper limit of normal (ULN) (isolated bilirubin >= 1.5 x ULN is acceptable if bilirubin is fractionated and direct bilirubin < 35%),0.96355140209198,true
0,NCT02452008,1,"Have metastatic castration-resistant prostate cancer, are chemo-naïve for mCRPC (however, six cycles of docetaxel are allowed in hormone-sensitive disease), and have progressed on abiraterone treatment (patients may have had prior therapy including sipuleucel-T, radium-223, abiraterone, ketoconazole, and/or Tak-700); progression on abiraterone is defined as
* Radiologic progression by Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 and Prostate Cancer Working Group (PCWG)2 criteria, or 
* PSA progression on abiraterone:
** For responders to abiraterone: 25% or greater increase and an absolute increase of 2 ng/mL or more from the nadir, confirmed by a second value obtained 2 or more weeks later
** For non-responders to abiraterone: 25% increase above baseline with an increase in absolute value of 2 ng/mL or more after 12 weeks of treatment",0.9633359313011169,true
420,NCT04852887,12,"Patients may be premenopausal or postmenopausal at the time of pre-entry/Step 1. For study purposes, postmenopausal is defined as:
* Age 56 or older with no spontaneous menses for at least 12 months prior to pre-entry/Step 1; or a documented hysterectomy; or
* Age 55 or younger with no spontaneous menses for at least 12 months prior to pre-entry/Step 1 (e.g., spontaneous or secondary to hysterectomy) and with a documented estradiol level in the postmenopausal range according to local institutional/laboratory standard; or
* Documented bilateral oophorectomy",0.9632340669631958,true
158,NCT04134260,9,Patients who have already started on post-prostatectomy GnRH agonist/antagonist for =< 180 days prior to registration are eligible (Note: patients who started on an oral antiandrogen are eligible if started =< 180 days and stopped prior to registration),0.9628704190254211,true
192,NCT04270175,8,Total bilirubin ≤ 1.5 × the upper limit of the normal range (ULN) (Total bilirubin ≥ 1.5 x ULN is acceptable if bilirubin is fractionated and direct bilirubin <35%),0.9628634452819824,true
23,NCT03161431,14,"Screening laboratory values must meet the following criteria and should be obtained within 14 days prior to first dose: WBC > 3000/µL Neutrophils > 1500/ µL Platelets > 100,000/µL Hemoglobin > 9.0 g/dL (may have been transfused) Creatinine < 1.5 mg/dL AST/ALT < 2.5 X ULN for subject with no liver metastases < 5 X ULN for subjects with liver metastases Bilirubin < 1.5 mg/dL (unless diagnosed with Gilbert's syndrome, who can have total bilirubin < 3.0 mg/dL) INR or PT < 1.5 X ULN unless the subject is receiving anticoagulant therapy aPTT or PTT < 1.5 X ULN unless the subject is receiving anticoagulant therapy",0.9607252478599548,true
10,NCT02734537,16,"Women must not be pregnant or breast-feeding due to exposure to cisplatin chemo-and/or radiotherapy; females of childbearing potential must have a blood or urine study within 2 weeks prior to randomization to rule out pregnancy; a female of childbearing potential is any woman, regardless of sexual orientation or whether they have undergone tubal ligation, who meets the following criteria: 1) has not undergone a hysterectomy or bilateral oophorectomy; or 2) has not been naturally postmenopausal for at least 24 consecutive months (i.e., has had menses at any time in the preceding 24 consecutive months)",0.9598290920257568,true
364,NCT04691817,7,"No greater than CTCAE v5 grade 3 toxicity on prior immune checkpoint inhibitor therapy that was at least possibly attributable to prior immune checkpoint therapy, in the investigator’s opinion",0.9597678184509277,true
296,NCT04548752,34,"Patients must not have active autoimmune disease that has required systemic treatment in past 2 years (i.e., with use of disease modifying agents, corticosteroids or immunosuppressive drugs). Replacement therapy (e.g., thyroxine, insulin, or physiologic corticosteroid replacement therapy for adrenal or pituitary insufficiency, etc.) is not considered a form of systemic treatment",0.9592284560203552,true
119,NCT03728335,19,"Seronegative for human immunodeficiency virus (HIV) antigen/antibody (Ag/Ab) combo, hepatitis C virus (HCV), active hepatitis B virus (HBV) (surface antigen negative), and syphilis (rapid plasma reagin [RPR])
* If positive, hepatitis C ribonucleic acid (RNA) quantitation must be performed",0.9589211940765381,true
403,NCT04768426,9,Has completed adjuvant radiation if planned. Patients who received low dose capecitabine concurrent with radiation as a radiosensitizer are eligible,0.9584062695503235,true
409,NCT04768426,20,Patients must enroll within 8 weeks of completion of definitive surgery or adjuvant radiotherapy if indicated,0.9573695659637451,true
432,NCT04858334,21,"Patient must not be pregnant or breast-feeding due the potential harm to an unborn fetus and possible risk for adverse events in nursing infants with the treatment regimens being used. All patients of childbearing potential must have a blood test or urine study within 14 days prior to Step 1 randomization to rule out pregnancy. A patient of childbearing potential is defined as anyone, regardless of sexual orientation or whether they have undergone tubal ligation, who meets the following criteria: 1) has achieved menarche at some point, 2) has not undergone a hysterectomy or bilateral oophorectomy; or 3) has not been naturally postmenopausal (amenorrhea following cancer therapy does not rule out childbearing potential) for at least 24 consecutive months (i.e., has had menses at any time in the preceding 24 consecutive months)",0.9551517963409424,true
285,NCT04548752,15,Patients must not have had prior therapy with PARP inhibitors,0.9528285264968872,true
286,NCT04548752,16,Patients must not have had a prior diagnosis of immunodeficiency or receiving systemic steroid therapy (defined as >= 10 mg prednisone or equivalent) or any other form of immunosuppressive therapy within 7 days prior to the first dose of trial treatment,0.9523568749427795,true
181,NCT04189757,15,Aspartate aminotransferase (AST) (serum glutamic-oxaloacetic transaminase [SGOT]) and alanine aminotransferase (ALT) (serum glutamate pyruvate transaminase [SGPT]) < 2.5 x upper limit of normal or < 5 x upper limit of normal if hepatic metastases are present. Gilbert’s disease is allowed,0.9522714614868164,true
359,NCT04671667,26,"Patient must not have an active autoimmune disease that has required systemic treatment in past 2 years (i.e., with use of disease modifying agents, corticosteroids or immunosuppressive drugs). Replacement therapy (e.g., thyroxine, insulin, or physiologic corticosteroid replacement therapy for adrenal or pituitary insufficiency) is not considered a form of systemic treatment and is allowed",0.9514946341514587,true
284,NCT04548752,14,"Patients must not have had prior therapy with an anti-PD-1, anti-PD-L1, or anti-PD-L2 agent, or any other immune checkpoint inhibitors",0.9508275985717773,true
242,NCT04423211,24,"Patient must not have completed a course of prior pelvic external beam radiation therapy that would overlap with SOC RT fields used in this protocol, such that normal tissue constraints cannot be met",0.9503499865531921,true
301,NCT04579224,3,Participant must have had progression of disease following prior therapy at the discretion of the treating investigator,0.9491108655929565,true
323,NCT04585958,25,"For patients with evidence of chronic hepatitis B virus (HBV) infection, the HBV viral load must be undetectable on suppressive therapy, if indicated",0.9478899240493774,true
404,NCT04768426,12,Bilirubin =< 1.5 times the specific institutional upper limit of normal (ULN). Exception: If Gilbert’s syndrome; then =< 5 times ULN,0.9460951089859009,true
382,NCT04713046,5,PATIENT: Patients with a Food and Drug Administration (FDA)-approved indication to receive an anti-programmed cell death protein-1 (PD-1) or anti-programmed death-ligand 1 (PD-L1) monoclonal antibody must have received at least one cycle of this therapy prior to receiving treatment on this trial,0.9457860589027405,true
471,NCT04963153,5,"Patients must have measurable disease, as defined by Response Evaluation Criteria in Solid Tumors (RECIST) version (v)1.1. Previously irradiated lesions cannot be counted as target lesions unless there has been demonstrated progression in the lesion since radiotherapy and no other lesions are available for selection as target lesions",0.945742666721344,true
494,NCT04974671,20,"Female subjects of childbearing must use an effective form of birth control during this study. Acceptable and highly effective birth control methods include intra-uterine hormone releasing system as well as other methods of birth control including consistent use of an approved oral contraceptive (birth control pill), an implantable contraceptive, an injectable contraceptive, a double-barrier method, or true abstinence. Oral, implantable, or injectable contraceptives are only considered effective if used properly and started at least 30 days prior to the screening visit and continue for 120 days after last dose of study drug. Male subjects should agree to use an adequate method of contraception starting with the first dose of study therapy through 6 months after the last dose of study therapy.",0.9456892609596252,true
237,NCT04423211,3,Patient must have had a radical prostatectomy (RP) as definitive therapy for histopathologically-proven prostatic adenocarcinoma,0.9428002834320068,true
223,NCT04375384,3,Patients must have received previous treatment with immunotherapy with PD-1 inhibitor alone or in combination with chemotherapy,0.9417949318885803,true
486,NCT04971499,6,Participants must have received an anti-PD-1/PD-L1 monoclonal antibody (mAb) as part of their most recent line of therapy prior to enrollment in the study.,0.941788911819458,true
276,NCT04548752,4,Patients must have had a CT or MRI showing stable or responding disease on first line platinum-based chemotherapy within 30 days prior to registration,0.9411937594413757,true
488,NCT04971499,10,"Have available archival tumor tissue sample or newly obtained core or excisional biopsy of a tumor lesion. Formalin-fixed, paraffin embedded (FFPE) tissue blocks are preferred to slides.
* Newly obtained biopsies are preferred to archived tissue, but archived sample can be used at baseline provided that the patient has only had anti-PD-1/L1 based regimen since obtaining the sample.
* Biopsies may be taken from any amenable lesion, but it is preferable to use the same lesion throughout. 
* Biopsy may be taken from previously irradiated lesions only if they have progressed since radiation therapy.
* Patient may still be eligible for study if tumor is not amenable to safe biopsy or biopsy is judged by patient or treating physician to not be in their best interest.",0.9409428238868713,true
8,NCT02734537,8,Patients with a history of a curatively treated malignancy must be disease-free for at least two years except for carcinoma in situ of cervix and/or non-melanomatous skin cancer; patients must not have received chemotherapy or investigational therapy within two years of surgical resection of the primary tumor,0.9404645562171936,true
346,NCT04671667,6,Patient must have had prior radiation to the area of recurrent or second primary tumor. This is defined as > 50% of the presurgical tumor volume having previously received a dose of > 45 Gy as determined by the treating radiation oncologist,0.9395918846130371,true
350,NCT04671667,11,Patient must have the ability to understand and the willingness to sign a written informed consent document. Patients with impaired decision-making capacity (IDMC) who have a legally authorized representative (LAR) or caregiver and/or family member available will also be considered eligible,0.9362782835960388,true
122,NCT03734692,4,"Patients must be platinum-sensitive, defined as having a progression free interval (PFI) of more than 6 months (180 days) from any platinum therapy. Patients are allowed to have had other lines of therapy since last platinum if PFI after platinum therapy meets platinum sensitive criteria.",0.935590386390686,true
229,NCT04415944,14,Adequate contraception and negative pregnancy test if pregnancy possible,0.9354543089866638,true
199,NCT04305834,12,Patients who received radiotherapy must have completed and fully recovered from the acute effects of radiotherapy. A washout period of at least 14 days is required between end of radiotherapy and registration,0.9350607991218567,true
246,NCT04434040,6,"Evidence of ctDNA in blood sample collected after completion of all local and systemic neoadjuvant therapy (preoperative chemotherapy) surgery and radiation, confirmed by central testing. Detection of any tumor specific mutations (TSMs) within the sample will be considered positive for purposes of study eligibility",0.934584379196167,true
445,NCT04876456,5,"Must have progressed after first-line cisplatin based combination chemotherapy AND demonstrated progression following at least one salvage regimen for advanced germ cell neoplasm and now considered incurable with standard therapies, including further chemotherapy or surgery
* “Failure” of prior therapy is defined as:
** A > 25% increase in the products of the perpendicular diameters of measurable tumor masses during prior therapy which are not amenable to surgical resection
** The presence of new tumors that are not amenable to surgical resection
** An increase in alpha-fetoprotein (AFP) or beta-human chorionic gonadotropin (beta-HCG) (two separate determinations at least one week apart are required if rising tumor markers are the only evidence of failure)
* NOTE: Subjects with clinically growing teratoma (normal declining tumor markers and radiographic or clinical progression) should be considered for surgery",0.9343376755714417,true
357,NCT04671667,24,"Patient must not have received a live vaccine within 30 days prior to the first dose of study drug. Examples of live vaccines include, but are not limited to, the following: measles, mumps, rubella, varicella/zoster (chicken pox), yellow fever, rabies, Bacillus Calmette–Guerin (BCG), and typhoid vaccine. Seasonal influenza vaccines for injection are generally killed virus vaccines and are allowed; however, intranasal influenza vaccines (e.g., FluMist [registered trademark]) are live attenuated vaccines and are not allowed",0.9322863221168518,true
22,NCT03161431,10,"Prior disease progression on anti-PD1 therapy (i.e., anti-PD1 or anti-PD-L1, including prior adjuvant). Prior anti-PD1 therapy must have been completed prior to first dose of SX-682, and all adverse events related to prior therapy have either returned to baseline or stabilized (other than endocrine toxicity for which medical replacement therapy is in place).",0.9319822192192078,true
244,NCT04434040,4,Patients must have received neoadjuvant chemotherapy prior to breast surgery,0.931766152381897,true
314,NCT04585958,10,Patients must have had at least one prior line of cytotoxic chemotherapy,0.9280571341514587,true
299,NCT04567771,2,"Must have undergone an open or robotic hysterectomy (total abdominal, vaginal, radical, or total laparoscopic) for carcinoma of the cervix or endometrium",0.9260944724082947,true
438,NCT04858334,37,"Patient must not be considered a poor medical risk due to a serious, uncontrolled medical disorder, non-malignant systemic disease or active, uncontrolled infection. Examples include, but are not limited to, uncontrolled ventricular arrhythmia, recent (within 3 months) myocardial infarction, uncontrolled major seizure disorder, unstable spinal cord compression, superior vena cava syndrome, extensive interstitial bilateral lung disease on high resolution computed tomography (HRCT) scan or any psychiatric disorder that prohibits obtaining informed consent",0.9251866340637207,true
290,NCT04548752,27,Participants must have a serum creatinine =< the institutional (I)ULN OR measured OR calculated creatinine clearance >= 50 mL/min using the following Cockcroft-Gault Formula. This specimen must have been drawn and processed within 14 days prior to registration,0.9244771003723145,true
398,NCT04742634,18,"Decitabine has been shown to be teratogenic in animal studies and the use of intravenous (IV) decitabine in the first trimester of pregnancy has been associated with major birth defects. Women of childbearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control, abstinence) prior to study entry and for the duration of study participation. Should a woman become pregnant or suspect she is pregnant while participating in this study, she must inform her treating physician immediately. Men and women treated or enrolled in this protocol must also agree to use adequate contraception prior to the study, for the duration of the study, and 6 months after completion of the study.",0.9237977266311646,true
411,NCT04781192,6,Measurable disease with at least 1 lesion that qualifies as a Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 target lesion (TL) at baseline. Previously irradiated lesion cannot be considered as target lesion (TL) except in cases of documented progression of the lesion since the completion of radiation therapy,0.9233863949775696,true
292,NCT04548752,30,Participants with a prior or concurrent malignancy whose natural history or treatment (in the opinion of the treating physician) does not have the potential to interfere with the safety or efficacy assessment of the investigational regimen are eligible for this trial provided it does not require concurrent therapy,0.9227921366691589,true
482,NCT04966481,14,"The effects of palbociclib and cetuximab on the developing human fetus are unknown. For this reason and because CDK 4/6 inhibitors are known to be teratogenic, women of childbearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control, abstinence) prior to study entry and for the duration of study participation. Should a woman become pregnant or suspect she is pregnant while participating in this study, she must inform her treating physician immediately. Men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of the study, and 3 months after completion of the study.",0.9181566834449768,true
3,NCT02452008,5,Must have had prior abiraterone treatment,0.9178319573402405,true
39,NCT03277638,14,The patient must have completed chemoradiation with radiation therapy and temozolomide of the primary tumor according to standards of care,0.9088516235351562,true
198,NCT04305834,11,Patients who received chemotherapy must have recovered (Common Terminology Criteria for Adverse Events [CTCAE] grade =< 1) from the acute side effects of chemotherapy (except for residual alopecia or residual grade 2 peripheral neuropathy). A washout period of at least 21 days is required between last chemotherapy dose and registration (provided the patient did not receive radiotherapy),0.906958818435669,true
361,NCT04671667,29,"Patient must not have a known history of hepatitis B (defined as hepatitis B surface antigen [HBsAg] reactive) or known active hepatitis C virus (defined as HCV ribonucleic acid [RNA] [qualitative] is detected) infection
* NOTE: No testing for hepatitis B and hepatitis C is required unless mandated by a local health authority",0.90574049949646,true
474,NCT04963153,19,"Patients with a history of prostate cancer (T2NXMX or lower with Gleason score =< 7) treated with definitive intent (surgically or with radiation therapy) at least 1 year prior to study entry are eligible, provided that the subject is considered prostate cancer-free and the following criteria are met: 
* Patients who have undergone radical prostatectomy must have undetectable prostate specific antigen (PSA) for > 1 year and at screening
* Patients who have had radiation must have a PSA doubling time > 1 year (based on at least 3 values determined >1 month apart) and a total PSA value that does not meet Phoenix criteria for biochemical recurrence (i.e., < 2.0 ng/mL above nadir)
* Patients with untreated low-risk prostate cancer (Gleason score =< 6) on active surveillance with PSA doubling time >1 year (based on at least 3 values determined > 1 month apart) are also eligible",0.9044556021690369,true
155,NCT04134260,4,"Pathologically node positive disease with nodal involvement only in the pelvis in the prostatectomy specimen or nodal disease on imaging at time of recurrence (including external iliacs, internal iliacs, and/or obturator nodes); peri-prostatic and peri-rectal nodes can also be considered regional lymphadenopathy and are allowed",0.9029739499092102,true
200,NCT04305834,13,"Absence of central nervous system (CNS) involvement unless they meet ONE of the following criteria:
* Untreated brain metastases (e.g., lesions < 1 cm) not needing immediate local therapy
* Previously treated brain metastases not needing immediate local therapy
** At least 6 days from the last date of prior therapy completion (including radiation and/or surgery) to starting the study treatment
** Clinically stable CNS tumor at the time of screening and not receiving steroids and/or enzyme-inducing anti-epileptic medications for brain metastases",0.9002295136451721,true
index,nct_id,display_order,candidate_criteria_text,score,hedging
173,NCT04189757,4,Patients who were on ibrutinib-rituximab maintenance and who develop ibrutinib associated toxicities/ibrutinib associated reasons for discontinuation (other than disease progression) are allowed to continue rituximab and SWITCH to acalabrutinib,0.9989938139915466,false
452,NCT04883242,8,Prior autologous stem cell transplant is allowed; patients must be >= 6 months post- autologous stem cell transplantation to enroll,0.9988667964935303,false
317,NCT04585958,16,"Absolute neutrophil count >= 1,000/mcL (within 14 days of randomization/enrollment)
* No administration of granulocyte colony-stimulating factor (G-CSF) is allowed within 1 week prior to screening assessment",0.9987267851829529,false
247,NCT04434040,7,Concurrent receipt of bone modifying agents (bisphosphonates or rank-ligand inhibitors) is allowed,0.9987115859985352,false
415,NCT04781192,17,"Total bilirubin =< 1.5 x institutional upper limit of normal, (biliary stenting or percutaneous biliary drainage are allowed for cancer related biliary obstruction)
* Exception: Patients with confirmed Gilbert’s syndrome (persistent or recurrent hyperbilirubinemia that is predominantly unconjugated in the absence of hemolysis or hepatic pathology), who will be allowed only in consultation with their physician",0.9986146688461304,false
498,NCT05002816,4,"Prior line of therapy must include immunomodulatory imide drug (iMID), proteasome inhibitor, and anti-CD38 monoclonal antibody. Prior elotuzumab is allowed",0.9984481334686279,false
53,NCT03488693,3,Post-mastectomy positive margins for invasive breast cancer and/or DCIS is not allowed,0.9965627789497375,false
145,NCT03900793,25,Patients with >= trace protein on urinalysis at screening will be allowed to enroll in the study at investigator discretion. A baseline urine protein creatinine ratio (UPC) should be obtained for patients with >= trace protein on urinalysis for consideration regarding dose modification requirements,0.9950730204582214,false
